gene_id(stringtie),baseMean,log2FoldChange,lfcSE,pvalue,padj,Expression,Gene_Name,Gene_id(Genome)
MSTRG.10453,3.434857775,-0.074154621,0.427113287,0.582807674,0.709182599,Unchanged,,
TOC.5T.00680,43.2533619,-0.074121431,0.149420569,0.454584401,0.597906414,Unchanged,,
MSTRG.5098,273.2548774,-0.07409481,0.200652806,0.500129389,0.638941622,Unchanged,,
TOC.1T.01972,13.37089397,-0.074080873,0.325960532,0.572498285,0.701411828,Unchanged,,
MSTRG.10148,3251.613913,-0.074029577,0.230084041,0.522114974,0.658087531,Unchanged,,
MSTRG.9683,98.25228472,-0.074027906,0.107380257,0.385470372,0.531636494,Unchanged,,
MSTRG.9238,12917.25119,-0.073975499,0.116446891,0.406278881,0.552025335,Unchanged,,
TOC.1T.02161,38.7744895,-0.073919944,0.125369894,0.423187766,0.568190009,Unchanged,,
MSTRG.10097,1448.062591,-0.073906789,0.041896261,0.067566468,0.139309267,Unchanged,,
TOC.3T.02089,2.162544,-0.073769177,0.294216752,0.561426814,0.69219436,Unchanged,,
MSTRG.6976,1805.671847,-0.073757305,0.044527504,0.084648526,0.166277215,Unchanged,,
MSTRG.6121,23409.06857,-0.0737118,0.05227581,0.136127514,0.243184242,Unchanged,,
TOC.5T.01470,6.575479151,-0.073699663,0.224504072,0.519970713,0.65586329,Unchanged,,
MSTRG.811,2143.949889,-0.073655417,0.056878657,0.166741828,0.28529053,Unchanged,,
MSTRG.2542,101.533924,-0.073635692,0.139446105,0.44563283,0.590458799,Unchanged,,
MSTRG.9252,35.92710863,-0.073631548,0.153055225,0.461399038,0.603463452,Unchanged,,
MSTRG.11375,365.785154,-0.073622651,0.09849191,0.363613429,0.510004075,Unchanged,,
MSTRG.6256,3486.156357,-0.073620829,0.030846839,0.014972405,0.040738927,Unchanged,,
MSTRG.4968,1515.471326,-0.073599494,0.065541623,0.220515115,0.353202035,Unchanged,,
MSTRG.4621,6666.734969,-0.073589845,0.042645152,0.073393866,0.148319076,Unchanged,,
MSTRG.2538,2441.974425,-0.073574767,0.045891086,0.094302202,0.181319159,Unchanged,,
MSTRG.6735,249.1052596,-0.073518999,0.09640443,0.35781639,0.504243972,Unchanged,,
MSTRG.9183,466.8072039,-0.073448715,0.193445835,0.498132041,0.637125733,Unchanged,,
TOC.12T.00064,1.500159253,-0.073411947,0.321513766,0.574313328,0.702832219,Unchanged,,
MSTRG.9093,1103.088596,-0.07339429,0.059097392,0.182514088,0.305928014,Unchanged,,
TOC.3T.00443,2.607048352,-0.073389025,0.346552333,0.581624178,0.708328551,Unchanged,,
TOC.5T.01411,2.828199187,-0.073377386,0.294797744,0.563687975,0.69389597,Unchanged,,
TOC.4T.00530,1.366251595,-0.073368611,0.330081506,0.57731119,0.704891352,Unchanged,,
MSTRG.2490,9582.410324,-0.073366727,0.042238864,0.071727249,0.145699095,Unchanged,,
MSTRG.9226,4459.129072,-0.073351815,0.096254624,0.358433948,0.504853352,Unchanged,,
MSTRG.3207,465.4794897,-0.073342557,0.058172034,0.176912048,0.298500188,Unchanged,,
MSTRG.7466,10174.23726,-0.073334587,0.046424797,0.098915526,0.18823734,Unchanged,,
MSTRG.5108,18198.15339,-0.073297909,0.064219319,0.214633535,0.346269401,Unchanged,,
MSTRG.2106,4059.502854,-0.073265463,0.05350284,0.146731767,0.25816955,Unchanged,,
TOC.7T.00005,8.371035108,-0.073247771,0.227551144,0.524578157,0.660622512,Unchanged,,
MSTRG.2040,548.524644,-0.073219487,0.135390525,0.44277274,0.587707431,Unchanged,,
MSTRG.2265,2210.01365,-0.073206565,0.061731395,0.200139944,0.328068749,Unchanged,,
TOC.13T.00613,3.009012434,-0.073151212,0.276688623,0.555784652,0.687430236,Unchanged,,
MSTRG.1387,1314.365517,-0.073090496,0.045402908,0.093259613,0.179679815,Unchanged,,
MSTRG.2098,3705.377636,-0.073033079,0.05311954,0.145450696,0.256442103,Unchanged,,
MSTRG.669,127.2974322,-0.073001465,0.11280969,0.404755423,0.550656431,Unchanged,,
MSTRG.8490,4806.213902,-0.072942332,0.082576144,0.310549044,0.454351026,Unchanged,,
TOC.12T.00377,18.05519459,-0.072885413,0.189822515,0.498452779,0.637347627,Unchanged,,
MSTRG.2223,15.39374676,-0.072871602,0.189764743,0.498485285,0.637347627,Unchanged,,
MSTRG.1884,685.1724463,-0.072861834,0.309541034,0.572629976,0.701466267,Unchanged,,
MSTRG.4816,3099.546174,-0.072853049,0.046566123,0.102103367,0.193199709,Unchanged,,
MSTRG.10420,319.5758657,-0.072832773,0.332199293,0.580589063,0.707443044,Unchanged,,
MSTRG.9561,1065.877867,-0.072807589,0.051893475,0.138421104,0.246541986,Unchanged,,
MSTRG.7314,743.2725926,-0.072751151,0.041134172,0.067212938,0.138740482,Unchanged,,
TOC.3T.01461,64.53510525,-0.072749191,0.205059415,0.510977958,0.648319413,Unchanged,,
TOC.11T.00713,1.714354728,-0.072726325,0.302262189,0.57031776,0.69927316,Unchanged,,
MSTRG.9006,528.924908,-0.072690269,0.27754629,0.558634168,0.690052256,Unchanged,,
TOC.7T.00853,3.878917536,-0.072642585,0.316475997,0.576365212,0.704003637,Unchanged,,
TOC.4T.00129,93.24629378,-0.072638759,0.129806525,0.438260454,0.583210692,Unchanged,,
MSTRG.7902,1203.13894,-0.072611336,0.042515315,0.076472836,0.153480247,Unchanged,,
TOC.6T.00715,4.688613477,-0.072580272,0.401823796,0.591537521,0.716655887,Unchanged,,
TOC.3T.01804,1.39651375,-0.072531712,0.334625469,0.582772901,0.709182599,Unchanged,,
MSTRG.980,913.1929823,-0.072400222,0.067082381,0.237063411,0.373237909,Unchanged,,
MSTRG.6266,6110.420619,-0.072333772,0.048069404,0.114828519,0.211964745,Unchanged,,
TOC.11T.00383,7.642482207,-0.072269826,0.227366591,0.529785256,0.665096225,Unchanged,,
MSTRG.7167,24370.75373,-0.072242087,0.078703711,0.29806411,0.440988733,Unchanged,,
MSTRG.5380,22.37017482,-0.072210506,0.309220068,0.575787812,0.703615344,Unchanged,,
TOC.1T.02621,1.8809683,-0.072202002,0.303570602,0.573532621,0.702357946,Unchanged,,
MSTRG.8141,3658.566467,-0.072163171,0.044869054,0.093895758,0.180667304,Unchanged,,
MSTRG.4809,2365.09893,-0.072063018,0.068009221,0.244525095,0.382104624,Unchanged,,
MSTRG.4944,6332.611271,-0.072047927,0.06392162,0.220783318,0.353596392,Unchanged,,
TOC.1T.02466,4.724220331,-0.072023488,0.290073271,0.568397965,0.697717399,Unchanged,,
MSTRG.3087,50.95336887,-0.072016583,0.164540947,0.48215246,0.622304507,Unchanged,,
TOC.1T.00937,1.564138752,-0.072002679,0.375685036,0.59310918,0.718018929,Unchanged,,
MSTRG.3941,458.2171797,-0.071969097,0.068492624,0.247856401,0.385885079,Unchanged,,
TOC.12T.00034,4.027049066,-0.071951568,0.300431838,0.573471986,0.702337187,Unchanged,,
TOC.10T.00947,1.408158259,-0.071882248,0.413725761,0.59450369,0.719165626,Unchanged,,
MSTRG.6263,90.88450812,-0.071825671,0.218220787,0.525775674,0.661664158,Unchanged,,
MSTRG.5307,1276.942084,-0.071724921,0.077313256,0.295041993,0.437851686,Unchanged,,
MSTRG.5405,2176.520662,-0.071683096,0.075253259,0.285356082,0.427449249,Unchanged,,
TOC.2T.01325,2.993124294,-0.07166106,0.251867596,0.549241323,0.681573549,Unchanged,,
TOC.2T.01845,3.940525754,-0.071649436,0.233369542,0.537296868,0.671259348,Unchanged,,
TOC.9T.01397,2.467836934,-0.071641568,0.316325236,0.581338962,0.708034833,Unchanged,,
MSTRG.6378,22.11845787,-0.071602288,0.154926504,0.475420555,0.616635341,Unchanged,,
MSTRG.785,5965.363127,-0.071562704,0.042088563,0.078015412,0.156036918,Unchanged,,
TOC.9T.00033,2.263588073,-0.071536849,0.340005127,0.589126636,0.71503223,Unchanged,,
MSTRG.2973,166.9686292,-0.071533876,0.189779963,0.506122911,0.643937973,Unchanged,,
MSTRG.2954,2461.034089,-0.071488407,0.06713951,0.243362602,0.380880358,Unchanged,,
MSTRG.7913,6.126552834,-0.071383306,0.279088463,0.566252438,0.696007389,Unchanged,,
MSTRG.23,15.17438257,-0.071348292,0.198117226,0.513618351,0.650591338,Unchanged,,
MSTRG.5253,9069.717176,-0.07134445,0.045331275,0.100868015,0.191224384,Unchanged,,
MSTRG.4836,930.9265645,-0.071299711,0.098216218,0.378095758,0.524415424,Unchanged,,
TOC.2T.00005,10.12586434,-0.071284823,0.293527095,0.573818615,0.702456921,Unchanged,,
MSTRG.5126,5869.416291,-0.071249499,0.049524434,0.130560243,0.235014284,Unchanged,,
MSTRG.11347,4537.830329,-0.071245156,0.052162361,0.148968412,0.261164537,Unchanged,,
TOC.3T.00590,64.67720032,-0.071189313,0.146614236,0.469110883,0.610470642,Unchanged,,
MSTRG.11212,7.71986767,-0.071167035,0.223104891,0.532883941,0.667735016,Unchanged,,
MSTRG.10565,33706.77615,-0.071141313,0.043169158,0.087031951,0.1701897,Unchanged,,
TOC.2T.01432,2.150596441,-0.071094651,0.306103722,0.58021066,0.707089137,Unchanged,,
MSTRG.9815,402.3477071,-0.071017836,0.132422301,0.452249863,0.595957159,Unchanged,,
MSTRG.1951,3323.953244,-0.071011766,0.104348641,0.39733576,0.543274458,Unchanged,,
TOC.4T.00970,1.975714663,-0.071003748,0.335562275,0.590605591,0.716006671,Unchanged,,
MSTRG.2172,2405.432994,-0.070950356,0.049536256,0.132269119,0.237319819,Unchanged,,
MSTRG.8194,897.062256,-0.070943744,0.090426456,0.35476665,0.500980107,Unchanged,,
TOC.39T.00013,1.824945867,-0.070919169,0.353359259,0.595143866,0.71982774,Unchanged,,
MSTRG.9169,328.7650785,-0.070836962,0.124776556,0.441573004,0.586502335,Unchanged,,
TOC.9T.00969,5.054916169,-0.070764113,0.26545401,0.562107051,0.692533116,Unchanged,,
MSTRG.6110,1980.073125,-0.070686877,0.129490558,0.450020229,0.594041481,Unchanged,,
TOC.234T.00002,17.59040329,-0.070653018,0.209873144,0.526301701,0.662118838,Unchanged,,
MSTRG.846,4423.991129,-0.07064557,0.030937876,0.019910557,0.051590963,Unchanged,,
TOC.1T.01727,23.57849406,-0.070591697,0.18999336,0.511704761,0.648950646,Unchanged,,
TOC.11T.00664,2.818426774,-0.070571136,0.26144179,0.560830961,0.691756057,Unchanged,,
MSTRG.10041,13456.56401,-0.070560763,0.056398113,0.182091218,0.305378388,Unchanged,,
MSTRG.896,2385.98258,-0.070556517,0.07041965,0.267934298,0.408481666,Unchanged,,
MSTRG.7372,930.298122,-0.070534339,0.055331983,0.175016314,0.296170118,Unchanged,,
MSTRG.5760,607.2596659,-0.07046575,0.061085736,0.213457566,0.344783077,Unchanged,,
MSTRG.2936,4242.865837,-0.0704446,0.043655636,0.09353553,0.180081936,Unchanged,,
MSTRG.5850,1148.890647,-0.070408497,0.106509323,0.406879952,0.552611579,Unchanged,,
MSTRG.5187,443.1806229,-0.070334401,0.126690989,0.447905873,0.592320335,Unchanged,,
TOC.9T.01028,3.209223937,-0.070290001,0.275761009,0.570256827,0.69927316,Unchanged,,
TOC.4T.00266,1.147897649,-0.070275177,0.469079344,0.594124777,0.718761337,Unchanged,,
MSTRG.5762,2980.484689,-0.070240731,0.065254913,0.240646867,0.377548822,Unchanged,,
MSTRG.5873,278.8206956,-0.07023001,0.166891049,0.494850199,0.634111859,Unchanged,,
TOC.9T.00504,4.77139361,-0.070173477,0.391000396,0.602935184,0.726522662,Unchanged,,
TOC.3T.02065,1.618949137,-0.070153604,0.382717209,0.602630633,0.726264546,Unchanged,,
TOC.9T.01179,7.249829092,-0.070034901,0.290363198,0.578835426,0.706033728,Unchanged,,
MSTRG.5963,2599.149837,-0.06995743,0.06562109,0.244733055,0.382206708,Unchanged,,
MSTRG.6526,107.1174255,-0.069952174,0.10922366,0.416477555,0.562074007,Unchanged,,
MSTRG.7033,208.2414951,-0.069897114,0.134563305,0.462285352,0.604032823,Unchanged,,
TOC.6T.00813,5.349452967,-0.069851584,0.215884918,0.535140691,0.669589938,Unchanged,,
TOC.2T.00738,31.64450756,-0.069848893,0.282154778,0.575854348,0.703615344,Unchanged,,
MSTRG.9622,1500.130707,-0.069848112,0.054030388,0.170241999,0.289798927,Unchanged,,
MSTRG.5911,11436.45524,-0.069801374,0.035284761,0.042499863,0.095809422,Unchanged,,
MSTRG.9807,2427.42453,-0.069725464,0.040728614,0.076677042,0.153832478,Unchanged,,
TOC.10T.00461,3.395507343,-0.06970369,0.428055813,0.603780819,0.727214624,Unchanged,,
TOC.10T.01149,43.05829545,-0.069670352,0.156150563,0.488303537,0.62827659,Unchanged,,
MSTRG.3911,90.9619798,-0.069662963,0.129691279,0.456825005,0.599994459,Unchanged,,
TOC.2T.02369,26.64797249,-0.069662432,0.198672855,0.523671491,0.659584036,Unchanged,,
MSTRG.9434,1302.709557,-0.069647798,0.315448529,0.591132023,0.716434544,Unchanged,,
MSTRG.9500,1034.736661,-0.069637431,0.066223358,0.250463614,0.38900251,Unchanged,,
TOC.5T.01448,2.014700783,-0.069612426,0.286880088,0.579400726,0.706423362,Unchanged,,
TOC.7T.00285,61.94713516,-0.069425028,0.172120763,0.504141396,0.642420938,Unchanged,,
MSTRG.1086,369.1595163,-0.069416878,0.067108677,0.25714186,0.396540075,Unchanged,,
TOC.12T.00476,3.268314402,-0.069340609,0.343599061,0.600908659,0.724678175,Unchanged,,
MSTRG.4347,4688.079819,-0.069325591,0.043546691,0.09809336,0.186998463,Unchanged,,
MSTRG.11454,983.2173061,-0.069224212,0.078438174,0.317511109,0.461568138,Unchanged,,
MSTRG.8761,5744.273241,-0.069206026,0.051714886,0.157773021,0.27373202,Unchanged,,
TOC.4T.00660,1.595096134,-0.069192508,0.337512147,0.600173839,0.724140131,Unchanged,,
MSTRG.5544,4151.469258,-0.06912695,0.036152583,0.049622036,0.108665636,Unchanged,,
MSTRG.3378,4732.942036,-0.069123315,0.039710363,0.072333725,0.146582523,Unchanged,,
MSTRG.6606,2680.185821,-0.069122005,0.199131543,0.527124551,0.663050269,Unchanged,,
TOC.2T.00870,2.698001768,-0.069103809,0.439837052,0.605203719,0.728186107,Unchanged,,
TOC.11T.00847,2.162915899,-0.069019615,0.375718929,0.60761985,0.73008833,Unchanged,,
MSTRG.3278,275.7113375,-0.068967247,0.224161373,0.545885762,0.678789735,Unchanged,,
TOC.2T.01111,1.899447241,-0.068960584,0.485046031,0.596430559,0.720954103,Unchanged,,
MSTRG.1393,10063.74176,-0.068948772,0.038931784,0.067842562,0.139681485,Unchanged,,
MSTRG.5806,10024.30085,-0.068890509,0.04250715,0.092777839,0.178944589,Unchanged,,
TOC.3T.00198,20.32789518,-0.068859956,0.159758629,0.49665898,0.6358722,Unchanged,,
MSTRG.7358,6544.513678,-0.068859699,0.115361116,0.437093207,0.581994583,Unchanged,,
TOC.6T.01185,140.1473623,-0.068853449,0.184424836,0.517482525,0.653940426,Unchanged,,
MSTRG.7701,880.1940532,-0.068843877,0.089396723,0.365472002,0.511807233,Unchanged,,
TOC.7T.01200,1.270134702,-0.068821573,0.471612837,0.600506032,0.724301274,Unchanged,,
MSTRG.1203,4777.682329,-0.068813191,0.036224259,0.051101614,0.111307213,Unchanged,,
MSTRG.1107,1937.469201,-0.068786243,0.082805502,0.339935569,0.485863994,Unchanged,,
MSTRG.6482,5399.336894,-0.068760156,0.07436287,0.301041583,0.443968682,Unchanged,,
MSTRG.3701,6992.397337,-0.06870795,0.03223121,0.029490686,0.07138682,Unchanged,,
TOC.2T.00619,4.20198647,-0.068675077,0.251344512,0.565087418,0.695167969,Unchanged,,
MSTRG.4878,2720.326906,-0.068666757,0.192856264,0.525058303,0.660968321,Unchanged,,
MSTRG.9546,5208.589377,-0.068666531,0.022392115,0.001950339,0.00743775,Unchanged,,
MSTRG.3316,2823.298516,-0.068664373,0.110649515,0.428333527,0.573063392,Unchanged,,
MSTRG.8346,9606.542653,-0.068636679,0.083915071,0.345619735,0.491534777,Unchanged,,
TOC.2T.01915,4.957524594,-0.068605366,0.305962864,0.592943681,0.717872628,Unchanged,,
MSTRG.124,1585.067956,-0.068582495,0.082582178,0.340423982,0.486259486,Unchanged,,
TOC.3T.01936,1.190346534,-0.068545661,0.416565706,0.610351318,0.732439804,Unchanged,,
MSTRG.6800,34538.89987,-0.068504408,0.033822844,0.038202612,0.088009973,Unchanged,,
TOC.8T.00758,2.013368721,-0.068483844,0.293673191,0.588442595,0.714413656,Unchanged,,
MSTRG.679,2184.793614,-0.068483687,0.064243631,0.246502771,0.384086835,Unchanged,,
MSTRG.7321,2320.208415,-0.068445132,0.051761078,0.162735038,0.279924462,Unchanged,,
MSTRG.6514,2120.842993,-0.068423677,0.068697406,0.273132327,0.414037187,Unchanged,,
MSTRG.2739,149.0299198,-0.068369122,0.092006234,0.378042711,0.524387086,Unchanged,,
MSTRG.6380,3811.197907,-0.068314134,0.158750176,0.499051587,0.637818077,Unchanged,,
TOC.29T.00005,35.82729939,-0.068108131,0.256285596,0.571125344,0.699943081,Unchanged,,
TOC.9T.00831,5.272248812,-0.06807839,0.250399453,0.567784629,0.69717743,Unchanged,,
MSTRG.6414,11842.24738,-0.068076088,0.034977923,0.046055218,0.102275662,Unchanged,,
MSTRG.2373,4694.828055,-0.068074879,0.046060048,0.122910105,0.223951571,Unchanged,,
MSTRG.3570,3565.76721,-0.068065396,0.041737894,0.09118971,0.176601802,Unchanged,,
MSTRG.8298,2327.822402,-0.068045777,0.050185586,0.153670459,0.267915164,Unchanged,,
MSTRG.9386,543.8242829,-0.068044154,0.136407952,0.476480743,0.617468198,Unchanged,,
MSTRG.2865,24.17172402,-0.067913931,0.309244194,0.59777958,0.722258968,Unchanged,,
MSTRG.10138,999.2401873,-0.067907017,0.064372454,0.251301556,0.389964909,Unchanged,,
MSTRG.9359,5299.966246,-0.067861696,0.032937033,0.035211999,0.082479389,Unchanged,,
MSTRG.10196,32.00507753,-0.067788364,0.142952734,0.486069932,0.626003875,Unchanged,,
MSTRG.2762,390.3147389,-0.067682616,0.215748333,0.547350814,0.679897743,Unchanged,,
TOC.3T.00855,273.8004617,-0.067673719,0.110262388,0.434125662,0.579146398,Unchanged,,
MSTRG.6989,16566.75998,-0.067631248,0.053903429,0.183327458,0.306907422,Unchanged,,
MSTRG.11457,40.00088864,-0.067603795,0.137571167,0.480773933,0.620985457,Unchanged,,
MSTRG.2743,1654.743437,-0.067599494,0.240734633,0.564453239,0.694625271,Unchanged,,
MSTRG.4225,7578.566226,-0.067578519,0.043744766,0.108343,0.202399617,Unchanged,,
MSTRG.11268,42.68460421,-0.067493174,0.118481519,0.452225292,0.595957159,Unchanged,,
TOC.1T.00443,2.185908048,-0.067475947,0.332668274,0.607576694,0.73008833,Unchanged,,
MSTRG.2350,4671.534321,-0.067409313,0.032229467,0.032696027,0.077571218,Unchanged,,
TOC.12T.00205,1.990820561,-0.067380614,0.29246173,0.593707072,0.71852633,Unchanged,,
TOC.278T.00001,2.424331563,-0.067365532,0.304536408,0.598826769,0.722934249,Unchanged,,
MSTRG.1099,254.9400205,-0.067262976,0.093033963,0.389289767,0.535380904,Unchanged,,
MSTRG.4067,220.5824777,-0.067246601,0.218538412,0.551773628,0.683468135,Unchanged,,
MSTRG.9897,3100.927306,-0.06721589,0.039431775,0.078589967,0.15690668,Unchanged,,
TOC.8T.00922,5.022960958,-0.067213389,0.247525468,0.570810277,0.699716959,Unchanged,,
TOC.3T.02143,22.73549656,-0.06721185,0.156075346,0.503323023,0.641771658,Unchanged,,
MSTRG.7613,3544.515491,-0.067162101,0.058047639,0.215493574,0.347338916,Unchanged,,
TOC.3T.02134,1.589670012,-0.067101254,0.336864536,0.610574827,0.732653337,Unchanged,,
MSTRG.2111,6394.407643,-0.067086436,0.050411305,0.161248127,0.277871861,Unchanged,,
TOC.5T.00742,12.52751512,-0.067072653,0.240486652,0.56723382,0.696911173,Unchanged,,
TOC.12T.00085,2.37658035,-0.067062308,0.273192798,0.5861365,0.712375125,Unchanged,,
TOC.100T.00004,1.718094204,-0.067060244,0.351145492,0.613918287,0.73534815,Unchanged,,
TOC.3T.00552,1.806954265,-0.067032289,0.355062799,0.614765653,0.736088932,Unchanged,,
TOC.10T.00113,40.57503129,-0.067017713,0.185651356,0.529286597,0.664625891,Unchanged,,
MSTRG.2585,4627.671874,-0.067005873,0.046803916,0.13455658,0.24077923,Unchanged,,
TOC.13T.00178,3.202868858,-0.06696691,0.344088765,0.612951136,0.734582529,Unchanged,,
TOC.2T.00704,1.872440585,-0.066958981,0.30538294,0.601278728,0.725015703,Unchanged,,
MSTRG.9013,15.95294983,-0.066950666,0.162351722,0.510685681,0.647999714,Unchanged,,
TOC.9T.00984,16.20578664,-0.066942698,0.198983347,0.539677418,0.673413544,Unchanged,,
MSTRG.1601,21815.96504,-0.066936269,0.051724374,0.171948135,0.292053889,Unchanged,,
MSTRG.1081,1757.496207,-0.066926959,0.055882434,0.202069118,0.330505319,Unchanged,,
TOC.1T.01334,272.0358797,-0.066899531,0.14263181,0.491332616,0.630784795,Unchanged,,
TOC.13T.00139,2.745436916,-0.066895659,0.309441565,0.603140687,0.726623562,Unchanged,,
TOC.2T.01560,16.03557507,-0.066758218,0.169123744,0.517685761,0.654094433,Unchanged,,
MSTRG.7238,1902.504448,-0.066755654,0.064709822,0.261514987,0.401591275,Unchanged,,
MSTRG.5355,2918.690195,-0.066746177,0.072325987,0.30493501,0.448189514,Unchanged,,
TOC.1T.02041,3.676221411,-0.066731312,0.249195984,0.574491519,0.702996776,Unchanged,,
TOC.1T.02226,1.46484521,-0.066497209,0.341486651,0.614751269,0.736088932,Unchanged,,
MSTRG.5071,1386.041664,-0.066445274,0.072851841,0.309881454,0.453669886,Unchanged,,
MSTRG.9633,41.45185362,-0.066441188,0.164512793,0.515708875,0.652465375,Unchanged,,
TOC.52T.00001,11.97967089,-0.066435092,0.321847177,0.609755725,0.731998248,Unchanged,,
MSTRG.11259,456.868221,-0.066432565,0.139115196,0.490180628,0.629784572,Unchanged,,
TOC.2T.00457,1.025746328,-0.066426959,0.5887967,0.567359416,0.696911173,Unchanged,,
MSTRG.942,1097.097351,-0.066385084,0.073039975,0.311299863,0.45496584,Unchanged,,
MSTRG.1687,1926.763675,-0.066350192,0.093010033,0.395676257,0.541327677,Unchanged,,
TOC.2T.01611,6.712776825,-0.06630285,0.251054929,0.577976067,0.705458631,Unchanged,,
MSTRG.7287,3999.744376,-0.066204044,0.031087254,0.029895221,0.072178692,Unchanged,,
MSTRG.2543,236.9692559,-0.06606542,0.077577625,0.336112452,0.481985016,Unchanged,,
MSTRG.4291,2644.37869,-0.0660226,0.074410997,0.320974308,0.465382132,Unchanged,,
TOC.8T.00715,27.28968582,-0.06600814,0.14982831,0.504729164,0.64287693,Unchanged,,
MSTRG.8911,8191.558864,-0.065957682,0.031313542,0.031684574,0.075672102,Unchanged,,
TOC.5T.00548,3.010534157,-0.065952749,0.405853604,0.623563876,0.743026755,Unchanged,,
MSTRG.2057,1365.609821,-0.065913057,0.15835833,0.513518245,0.650515785,Unchanged,,
MSTRG.8411,9754.928854,-0.065905682,0.068065377,0.287596158,0.429657222,Unchanged,,
MSTRG.5926,3733.410157,-0.065816029,0.044739327,0.125592343,0.228011934,Unchanged,,
MSTRG.4810,9216.744618,-0.065802182,0.054825238,0.20218297,0.330657898,Unchanged,,
MSTRG.8582,667.9730839,-0.065730037,0.26728091,0.590264572,0.715760901,Unchanged,,
TOC.13T.00367,17.05722724,-0.065715961,0.167874837,0.523022779,0.658921818,Unchanged,,
MSTRG.9575,57558.68215,-0.065700225,0.038232169,0.07675571,0.153951885,Unchanged,,
MSTRG.11587,1559.503946,-0.065605352,0.074852573,0.326264876,0.47114125,Unchanged,,
MSTRG.5099,240.9185632,-0.065596869,0.201380646,0.549311485,0.681573549,Unchanged,,
MSTRG.3283,2361.631365,-0.065584912,0.056479634,0.215523106,0.347351694,Unchanged,,
MSTRG.1736,1272.852021,-0.06557759,0.053591408,0.194721668,0.321265775,Unchanged,,
MSTRG.4892,4731.055696,-0.065520775,0.066388021,0.280608135,0.421922528,Unchanged,,
MSTRG.2193,5718.1066,-0.065482413,0.035733091,0.060068855,0.126811426,Unchanged,,
MSTRG.6344,3756.085802,-0.06545877,0.082591208,0.362936929,0.509232912,Unchanged,,
MSTRG.9113,319.5552816,-0.065441956,0.08555445,0.375145218,0.521492722,Unchanged,,
TOC.128T.00002,2.623097676,-0.065403501,0.292809829,0.604350174,0.727682326,Unchanged,,
MSTRG.5145,9331.655242,-0.065345693,0.050132188,0.17028237,0.289836962,Unchanged,,
